"","LACOdens","Year","Depth","Pool"
"1710",0,"2013","deep",309
"1711",0,"2013","medium",310
"1712",0,"2013","deep",313
"1713",0,"2013","medium",314
"1714",0,"2013","medium",321
"1715",0,"2013","shallow",323
"1716",0,"2013","deep",326
"1717",0,"2013","shallow",328
"1718",0,"2013","medium",329
"1719",0,"2013","medium",330
"1720",0,"2013","medium",333
"1721",0,"2013","shallow",335
"1722",0,"2013","shallow",337
"1723",0,"2013","medium",338
"1724",0,"2013","medium",339
"1725",0,"2013","medium",340
"1726",3,"2013","deep",341
"1727",0,"2013","shallow",345
"1728",6,"2013","deep",349
"1729",0,"2013","shallow",351
"1730",0,"2013","shallow",355
"1731",0,"2013","shallow",356
"1732",0,"2013","medium",357
"1733",0,"2013","shallow",360
"1734",0,"2013","medium",362
"1735",0,"2013","shallow",363
"1736",0,"2013","medium",364
"1737",0,"2013","medium",365
"1738",0,"2013","medium",370
"1739",0,"2013","deep",373
"1740",0,"2013","medium",374
"1741",0,"2013","medium",377
"1742",0,"2013","medium",378
"1743",0,"2013","deep",380
"1744",0,"2013","medium",381
"1745",2,"2013","deep",382
"1746",0,"2013","medium",383
"1747",0,"2013","deep",384
"1748",0,"2013","deep",385
"1749",0,"2013","shallow",386
"1750",0,"2013","shallow",387
"1751",0,"2013","shallow",388
"1752",0,"2013","medium",389
"1753",0,"2013","medium",390
"1754",0,"2013","shallow",393
"1755",0,"2013","medium",394
"1756",0,"2013","shallow",406
"1757",0,"2013","shallow",407
"1758",0,"2013","medium",409
"1759",0,"2013","shallow",411
"1760",0,"2013","medium",412
"1761",0,"2013","shallow",413
"1762",0,"2013","shallow",414
"1763",0,"2013","shallow",415
"1764",0,"2013","medium",416
"1765",0,"2013","shallow",417
"1766",0,"2013","shallow",419
"1767",0,"2013","medium",421
"1768",0,"2013","medium",422
"1769",0,"2013","medium",423
"1770",46,"2013","medium",428
"1771",0,"2013","medium",430
"1772",5,"2013","medium",432
"1773",2,"2013","deep",433
"1774",0,"2013","medium",435
"1775",0,"2013","deep",437
"1776",0,"2013","deep",440
"1777",0,"2013","medium",443
"1778",0,"2013","medium",444
"1779",0,"2013","medium",446
"1780",0,"2013","medium",447
"1781",0,"2013","medium",452
"1782",0,"2013","medium",453
"1783",0,"2013","shallow",454
"1784",0,"2013","shallow",456
"1785",1,"2013","medium",459
"1786",0,"2013","medium",460
"1787",0,"2013","medium",461
"1788",0,"2013","medium",462
"1789",0,"2013","shallow",463
"1790",0,"2013","medium",464
"1791",0,"2013","deep",466
"1792",0,"2013","medium",468
"1793",0,"2013","medium",470
"1794",0,"2013","deep",471
"1795",0,"2013","medium",472
"1796",0,"2013","deep",473
"1797",0,"2013","medium",474
"1798",0,"2013","medium",475
"1799",0,"2013","medium",476
"1800",0,"2013","medium",477
"1801",0,"2013","deep",478
"1802",0,"2013","medium",479
"1803",0,"2013","deep",481
"1804",0,"2013","deep",483
"1805",0,"2013","deep",484
"1806",0,"2013","medium",486
"1807",0,"2013","medium",487
"1808",0,"2013","deep",488
"1809",0,"2013","medium",489
"1810",0,"2013","deep",491
"1811",0,"2013","medium",492
"1812",0,"2013","medium",494
"1813",0,"2013","medium",495
"1814",0,"2013","medium",496
"1815",0,"2013","medium",497
"1816",0,"2013","deep",499
"1817",0,"2013","medium",500
"1818",0,"2013","medium",502
"1819",0,"2013","deep",505
"1820",0,"2013","shallow",506
"1821",0,"2013","medium",507
"1822",0,"2013","deep",508
"1823",0,"2013","medium",509
"1824",0,"2013","medium",514
"1825",0,"2013","deep",516
"1826",0,"2013","medium",518
"1827",0,"2013","medium",520
"1828",0,"2013","medium",522
"1829",0,"2013","shallow",523
"1830",0,"2013","medium",524
"1831",0,"2013","deep",526
"1832",0,"2013","medium",528
"1833",0,"2013","medium",529
"1834",0,"2013","deep",530
"1835",0,"2013","shallow",534
"1836",0,"2013","deep",538
"1837",0,"2013","deep",540
"1838",0,"2013","deep",541
"1839",0,"2013","deep",543
"1840",0,"2013","medium",544
"1841",0,"2013","medium",546
"1842",0,"2013","deep",547
"1843",0,"2013","deep",548
"1844",0,"2013","deep",549
"1845",0,"2013","medium",551
"1846",0,"2013","medium",555
"1847",0,"2014","shallow",302
"1848",1,"2014","deep",304
"1849",3,"2014","deep",305
"1850",0,"2014","medium",306
"1851",0,"2014","medium",307
"1852",0,"2014","deep",309
"1853",0,"2014","medium",310
"1854",0,"2014","deep",313
"1855",0,"2014","medium",314
"1856",0,"2014","medium",321
"1857",0,"2014","shallow",323
"1858",0,"2014","deep",326
"1859",0,"2014","shallow",328
"1860",0,"2014","medium",329
"1861",0,"2014","medium",330
"1862",0,"2014","medium",333
"1863",0,"2014","shallow",335
"1864",0,"2014","shallow",337
"1865",0,"2014","medium",338
"1866",0,"2014","medium",339
"1867",0,"2014","medium",340
"1868",0,"2014","deep",341
"1869",0,"2014","shallow",345
"1870",0,"2014","deep",349
"1871",0,"2014","shallow",351
"1872",0,"2014","shallow",355
"1873",0,"2014","shallow",356
"1874",0,"2014","medium",357
"1875",0,"2014","shallow",360
"1876",0,"2014","medium",362
"1877",0,"2014","shallow",363
"1878",0,"2014","medium",364
"1879",0,"2014","medium",365
"1880",0,"2014","medium",370
"1881",0,"2014","deep",373
"1882",0,"2014","medium",374
"1883",0,"2014","medium",377
"1884",0,"2014","medium",378
"1885",0,"2014","deep",380
"1886",0,"2014","medium",381
"1887",0,"2014","deep",382
"1888",0,"2014","medium",383
"1889",0,"2014","deep",384
"1890",0,"2014","deep",385
"1891",0,"2014","shallow",386
"1892",0,"2014","shallow",387
"1893",0,"2014","shallow",388
"1894",0,"2014","medium",389
"1895",0,"2014","medium",390
"1896",0,"2014","shallow",393
"1897",0,"2014","medium",394
"1898",0,"2014","shallow",406
"1899",0,"2014","shallow",407
"1900",0,"2014","medium",409
"1901",0,"2014","shallow",411
"1902",0,"2014","medium",412
"1903",0,"2014","shallow",413
"1904",0,"2014","shallow",414
"1905",0,"2014","shallow",415
"1906",0,"2014","medium",416
"1907",0,"2014","shallow",417
"1908",0,"2014","shallow",419
"1909",0,"2014","medium",421
"1910",0,"2014","medium",422
"1911",0,"2014","medium",423
"1912",68,"2014","medium",428
"1913",0,"2014","medium",430
"1914",0,"2014","medium",432
"1915",0,"2014","deep",433
"1916",0,"2014","medium",435
"1917",0,"2014","deep",437
"1918",0,"2014","deep",440
"1919",0,"2014","medium",443
"1920",0,"2014","medium",444
"1921",0,"2014","medium",446
"1922",0,"2014","medium",447
"1923",0,"2014","medium",452
"1924",0,"2014","medium",453
"1925",0,"2014","shallow",454
"1926",0,"2014","shallow",456
"1927",6,"2014","medium",459
"1928",0,"2014","medium",460
"1929",1,"2014","medium",461
"1930",0,"2014","medium",462
"1931",0,"2014","shallow",463
"1932",0,"2014","medium",464
"1933",0,"2014","deep",466
"1934",0,"2014","medium",468
"1935",0,"2014","medium",470
"1936",0,"2014","deep",471
"1937",0,"2014","medium",472
"1938",0,"2014","deep",473
"1939",0,"2014","medium",474
"1940",0,"2014","medium",475
"1941",0,"2014","medium",476
"1942",0,"2014","medium",477
"1943",0,"2014","deep",478
"1944",0,"2014","medium",479
"1945",0,"2014","deep",481
"1946",0,"2014","deep",483
"1947",0,"2014","deep",484
"1948",0,"2014","medium",486
"1949",0,"2014","medium",487
"1950",0,"2014","deep",488
"1951",0,"2014","medium",489
"1952",0,"2014","deep",491
"1953",0,"2014","medium",492
"1954",0,"2014","medium",494
"1955",0,"2014","medium",495
"1956",0,"2014","medium",496
"1957",0,"2014","medium",497
"1958",0,"2014","deep",499
"1959",0,"2014","medium",500
"1960",0,"2014","medium",502
"1961",0,"2014","deep",505
"1962",0,"2014","shallow",506
"1963",0,"2014","medium",507
"1964",0,"2014","deep",508
"1965",0,"2014","medium",509
"1966",0,"2014","medium",514
"1967",0,"2014","deep",516
"1968",0,"2014","medium",518
"1969",0,"2014","medium",520
"1970",0,"2014","medium",522
"1971",0,"2014","shallow",523
"1972",0,"2014","medium",524
"1973",0,"2014","deep",526
"1974",0,"2014","medium",528
"1975",0,"2014","medium",529
"1976",0,"2014","deep",530
"1977",0,"2014","shallow",534
"1978",0,"2014","deep",538
"1979",0,"2014","deep",540
"1980",0,"2014","deep",541
"1981",0,"2014","deep",543
"1982",0,"2014","medium",544
"1983",0,"2014","medium",546
"1984",0,"2014","deep",547
"1985",0,"2014","deep",548
"1986",0,"2014","deep",549
"1987",0,"2014","medium",551
"1988",0,"2014","medium",555
"1989",0,"2015","shallow",302
"1990",18,"2015","deep",304
"1991",80,"2015","deep",305
"1992",0,"2015","medium",306
"1993",0,"2015","medium",307
"1994",0,"2015","deep",309
"1995",0,"2015","medium",310
"1996",0,"2015","deep",313
"1997",0,"2015","medium",314
"1998",0,"2015","medium",321
"1999",0,"2015","shallow",323
"2000",0,"2015","deep",326
"2001",0,"2015","shallow",328
"2002",0,"2015","medium",329
"2003",0,"2015","medium",330
"2004",0,"2015","medium",333
"2005",0,"2015","shallow",335
"2006",0,"2015","shallow",337
"2007",0,"2015","medium",338
"2008",0,"2015","medium",339
"2009",0,"2015","medium",340
"2010",1,"2015","deep",341
"2011",0,"2015","shallow",345
"2012",7,"2015","deep",349
"2013",0,"2015","shallow",351
"2014",0,"2015","shallow",355
"2015",0,"2015","shallow",356
"2016",0,"2015","medium",357
"2017",0,"2015","shallow",360
"2018",0,"2015","medium",362
"2019",0,"2015","shallow",363
"2020",0,"2015","medium",364
"2021",0,"2015","medium",365
"2022",0,"2015","medium",370
"2023",0,"2015","deep",373
"2024",0,"2015","medium",374
"2025",0,"2015","medium",377
"2026",0,"2015","medium",378
"2027",0,"2015","deep",380
"2028",0,"2015","medium",381
"2029",1,"2015","deep",382
"2030",0,"2015","medium",383
"2031",0,"2015","deep",384
"2032",0,"2015","deep",385
"2033",0,"2015","shallow",386
"2034",0,"2015","shallow",387
"2035",0,"2015","shallow",388
"2036",0,"2015","medium",389
"2037",0,"2015","medium",390
"2038",0,"2015","shallow",393
"2039",0,"2015","medium",394
"2040",0,"2015","shallow",406
"2041",0,"2015","shallow",407
"2042",0,"2015","medium",409
"2043",0,"2015","shallow",411
"2044",0,"2015","medium",412
"2045",0,"2015","shallow",413
"2046",0,"2015","shallow",414
"2047",0,"2015","shallow",415
"2048",0,"2015","medium",416
"2049",0,"2015","shallow",417
"2050",0,"2015","shallow",419
"2051",0,"2015","medium",421
"2052",0,"2015","medium",422
"2053",0,"2015","medium",423
"2054",250,"2015","medium",428
"2055",0,"2015","medium",430
"2056",0,"2015","medium",432
"2057",0,"2015","deep",433
"2058",0,"2015","medium",435
"2059",0,"2015","deep",437
"2060",0,"2015","deep",440
"2061",0,"2015","medium",443
"2062",0,"2015","medium",444
"2063",0,"2015","medium",446
"2064",0,"2015","medium",447
"2065",0,"2015","medium",452
"2066",0,"2015","medium",453
"2067",0,"2015","shallow",454
"2068",0,"2015","shallow",456
"2069",16,"2015","medium",459
"2070",0,"2015","medium",460
"2071",0,"2015","medium",461
"2072",0,"2015","medium",462
"2073",0,"2015","shallow",463
"2074",0,"2015","medium",464
"2075",0,"2015","deep",466
"2076",0,"2015","medium",468
"2077",0,"2015","medium",470
"2078",0,"2015","deep",471
"2079",0,"2015","medium",472
"2080",20,"2015","deep",473
"2081",0,"2015","medium",474
"2082",0,"2015","medium",475
"2083",0,"2015","medium",476
"2084",0,"2015","medium",477
"2085",0,"2015","deep",478
"2086",0,"2015","medium",479
"2087",0,"2015","deep",481
"2088",0,"2015","deep",483
"2089",0,"2015","deep",484
"2090",0,"2015","medium",486
"2091",0,"2015","medium",487
"2092",0,"2015","deep",488
"2093",0,"2015","medium",489
"2094",0,"2015","deep",491
"2095",0,"2015","medium",492
"2096",0,"2015","medium",494
"2097",0,"2015","medium",495
"2098",0,"2015","medium",496
"2099",0,"2015","medium",497
"2100",0,"2015","deep",499
"2101",0,"2015","medium",500
"2102",0,"2015","medium",502
"2103",0,"2015","deep",505
"2104",0,"2015","shallow",506
"2105",0,"2015","medium",507
"2106",0,"2015","deep",508
"2107",0,"2015","medium",509
"2108",0,"2015","medium",514
"2109",0,"2015","deep",516
"2110",0,"2015","medium",518
"2111",0,"2015","medium",520
"2112",0,"2015","medium",522
"2113",0,"2015","shallow",523
"2114",0,"2015","medium",524
"2115",0,"2015","deep",526
"2116",0,"2015","medium",528
"2117",0,"2015","medium",529
"2118",0,"2015","deep",530
"2119",0,"2015","shallow",534
"2120",0,"2015","deep",538
"2121",0,"2015","deep",540
"2122",0,"2015","deep",541
"2123",0,"2015","deep",543
"2124",0,"2015","medium",544
"2125",0,"2015","medium",546
"2126",0,"2015","deep",547
"2127",0,"2015","deep",548
"2128",0,"2015","deep",549
"2129",0,"2015","medium",551
"2130",0,"2015","medium",555
"2131",0,"2016","shallow",302
"2132",150,"2016","deep",304
"2133",1500,"2016","deep",305
"2134",0,"2016","medium",306
"2135",2,"2016","medium",307
"2136",0,"2016","deep",309
"2137",1,"2016","medium",310
"2138",0,"2016","deep",313
"2139",0,"2016","medium",314
"2140",0,"2016","medium",321
"2141",0,"2016","shallow",323
"2142",0,"2016","deep",326
"2143",0,"2016","shallow",328
"2144",0,"2016","medium",329
"2145",0,"2016","medium",330
"2146",0,"2016","medium",333
"2147",0,"2016","shallow",335
"2148",0,"2016","shallow",337
"2149",0,"2016","medium",338
"2150",0,"2016","medium",339
"2151",0,"2016","medium",340
"2152",2,"2016","deep",341
"2153",0,"2016","shallow",345
"2154",160,"2016","deep",349
"2155",0,"2016","shallow",351
"2156",0,"2016","shallow",355
"2157",0,"2016","shallow",356
"2158",0,"2016","medium",357
"2159",0,"2016","shallow",360
"2160",0,"2016","medium",362
"2161",0,"2016","shallow",363
"2162",0,"2016","medium",364
"2163",0,"2016","medium",365
"2164",0,"2016","medium",370
"2165",0,"2016","deep",373
"2166",0,"2016","medium",374
"2167",0,"2016","medium",377
"2168",0,"2016","medium",378
"2169",0,"2016","deep",380
"2170",0,"2016","medium",381
"2171",3,"2016","deep",382
"2172",0,"2016","medium",383
"2173",0,"2016","deep",384
"2174",0,"2016","deep",385
"2175",0,"2016","shallow",386
"2176",0,"2016","shallow",387
"2177",0,"2016","shallow",388
"2178",0,"2016","medium",389
"2179",0,"2016","medium",390
"2180",0,"2016","shallow",393
"2181",0,"2016","medium",394
"2182",0,"2016","shallow",406
"2183",0,"2016","shallow",407
"2184",0,"2016","medium",409
"2185",0,"2016","shallow",411
"2186",0,"2016","medium",412
"2187",0,"2016","shallow",413
"2188",0,"2016","shallow",414
"2189",0,"2016","shallow",415
"2190",0,"2016","medium",416
"2191",0,"2016","shallow",417
"2192",0,"2016","shallow",419
"2193",0,"2016","medium",421
"2194",0,"2016","medium",422
"2195",0,"2016","medium",423
"2196",700,"2016","medium",428
"2197",0,"2016","medium",430
"2198",24,"2016","medium",432
"2199",0,"2016","deep",433
"2200",0,"2016","medium",435
"2201",0,"2016","deep",437
"2202",0,"2016","deep",440
"2203",0,"2016","medium",443
"2204",0,"2016","medium",444
"2205",0,"2016","medium",446
"2206",0,"2016","medium",447
"2207",0,"2016","medium",452
"2208",0,"2016","medium",453
"2209",0,"2016","shallow",454
"2210",0,"2016","shallow",456
"2211",125,"2016","medium",459
"2212",0,"2016","medium",460
"2213",2,"2016","medium",461
"2214",0,"2016","medium",462
"2215",0,"2016","shallow",463
"2216",0,"2016","medium",464
"2217",0,"2016","deep",466
"2218",0,"2016","medium",468
"2219",0,"2016","medium",470
"2220",0,"2016","deep",471
"2221",1,"2016","medium",472
"2222",150,"2016","deep",473
"2223",0,"2016","medium",474
"2224",0,"2016","medium",475
"2225",0,"2016","medium",476
"2226",0,"2016","medium",477
"2227",0,"2016","deep",478
"2228",0,"2016","medium",479
"2229",0,"2016","deep",481
"2230",0,"2016","deep",483
"2231",0,"2016","deep",484
"2232",0,"2016","medium",486
"2233",0,"2016","medium",487
"2234",0,"2016","deep",488
"2235",0,"2016","medium",489
"2236",0,"2016","deep",491
"2237",0,"2016","medium",492
"2238",0,"2016","medium",494
"2239",0,"2016","medium",495
"2240",0,"2016","medium",496
"2241",0,"2016","medium",497
"2242",0,"2016","deep",499
"2243",0,"2016","medium",500
"2244",0,"2016","medium",502
"2245",0,"2016","deep",505
"2246",0,"2016","shallow",506
"2247",0,"2016","medium",507
"2248",0,"2016","deep",508
"2249",0,"2016","medium",509
"2250",0,"2016","medium",514
"2251",0,"2016","deep",516
"2252",5,"2016","medium",518
"2253",0,"2016","medium",520
"2254",0,"2016","medium",522
"2255",0,"2016","shallow",523
"2256",0,"2016","medium",524
"2257",0,"2016","deep",526
"2258",0,"2016","medium",528
"2259",0,"2016","medium",529
"2260",0,"2016","deep",530
"2261",0,"2016","shallow",534
"2262",0,"2016","deep",538
"2263",0,"2016","deep",540
"2264",0,"2016","deep",541
"2265",1,"2016","deep",543
"2266",0,"2016","medium",544
"2267",1,"2016","medium",546
"2268",0,"2016","deep",547
"2269",0,"2016","deep",548
"2270",0,"2016","deep",549
"2271",0,"2016","medium",551
"2272",0,"2016","medium",555
"2273",0,"2017","shallow",302
"2274",0,"2017","deep",304
"2275",0,"2017","deep",305
"2276",0,"2017","medium",306
"2277",0,"2017","medium",307
"2278",0,"2017","deep",309
"2279",0,"2017","medium",310
"2280",0,"2017","deep",313
"2281",0,"2017","medium",314
"2282",0,"2017","medium",321
"2283",0,"2017","shallow",323
"2284",0,"2017","deep",326
"2285",0,"2017","shallow",328
"2286",0,"2017","medium",329
"2287",0,"2017","medium",330
"2288",0,"2017","medium",333
"2289",0,"2017","shallow",335
"2290",0,"2017","shallow",337
"2291",0,"2017","medium",338
"2292",0,"2017","medium",339
"2293",0,"2017","medium",340
"2294",0,"2017","deep",341
"2295",0,"2017","shallow",345
"2296",0,"2017","deep",349
"2297",0,"2017","shallow",351
"2298",0,"2017","shallow",355
"2299",0,"2017","shallow",356
"2300",0,"2017","medium",357
"2301",0,"2017","shallow",360
"2302",0,"2017","medium",362
"2303",0,"2017","shallow",363
"2304",0,"2017","medium",364
"2305",0,"2017","medium",365
"2306",0,"2017","medium",370
"2307",0,"2017","deep",373
"2308",0,"2017","medium",374
"2309",0,"2017","medium",377
"2310",0,"2017","medium",378
"2311",0,"2017","deep",380
"2312",0,"2017","medium",381
"2313",0,"2017","deep",382
"2314",0,"2017","medium",383
"2315",0,"2017","deep",384
"2316",0,"2017","deep",385
"2317",0,"2017","shallow",386
"2318",0,"2017","shallow",387
"2319",0,"2017","shallow",388
"2320",0,"2017","medium",389
"2321",0,"2017","medium",390
"2322",0,"2017","shallow",393
"2323",0,"2017","medium",394
"2324",0,"2017","shallow",406
"2325",0,"2017","shallow",407
"2326",0,"2017","medium",409
"2327",0,"2017","shallow",411
"2328",0,"2017","medium",412
"2329",0,"2017","shallow",413
"2330",0,"2017","shallow",414
"2331",0,"2017","shallow",415
"2332",0,"2017","medium",416
"2333",0,"2017","shallow",417
"2334",0,"2017","shallow",419
"2335",0,"2017","medium",421
"2336",0,"2017","medium",422
"2337",0,"2017","medium",423
"2338",25,"2017","medium",428
"2339",0,"2017","medium",430
"2340",0,"2017","medium",432
"2341",0,"2017","deep",433
"2342",0,"2017","medium",435
"2343",0,"2017","deep",437
"2344",0,"2017","deep",440
"2345",0,"2017","medium",443
"2346",0,"2017","medium",444
"2347",0,"2017","medium",446
"2348",0,"2017","medium",447
"2349",0,"2017","medium",452
"2350",0,"2017","medium",453
"2351",0,"2017","shallow",454
"2352",0,"2017","shallow",456
"2353",75,"2017","medium",459
"2354",0,"2017","medium",460
"2355",0,"2017","medium",461
"2356",0,"2017","medium",462
"2357",0,"2017","shallow",463
"2358",0,"2017","medium",464
"2359",0,"2017","deep",466
"2360",0,"2017","medium",468
"2361",0,"2017","medium",470
"2362",0,"2017","deep",471
"2363",0,"2017","medium",472
"2364",38,"2017","deep",473
"2365",0,"2017","medium",474
"2366",0,"2017","medium",475
"2367",0,"2017","medium",476
"2368",0,"2017","medium",477
"2369",0,"2017","deep",478
"2370",0,"2017","medium",479
"2371",0,"2017","deep",481
"2372",0,"2017","deep",483
"2373",0,"2017","deep",484
"2374",0,"2017","medium",486
"2375",0,"2017","medium",487
"2376",0,"2017","deep",488
"2377",0,"2017","medium",489
"2378",0,"2017","deep",491
"2379",0,"2017","medium",492
"2380",0,"2017","medium",494
"2381",0,"2017","medium",495
"2382",0,"2017","medium",496
"2383",0,"2017","medium",497
"2384",0,"2017","deep",499
"2385",0,"2017","medium",500
"2386",0,"2017","medium",502
"2387",0,"2017","deep",505
"2388",0,"2017","shallow",506
"2389",0,"2017","medium",507
"2390",0,"2017","deep",508
"2391",0,"2017","medium",509
"2392",0,"2017","medium",514
"2393",0,"2017","deep",516
"2394",0,"2017","medium",518
"2395",0,"2017","medium",520
"2396",0,"2017","medium",522
"2397",0,"2017","shallow",523
"2398",0,"2017","medium",524
"2399",0,"2017","deep",526
"2400",0,"2017","medium",528
"2401",0,"2017","medium",529
"2402",0,"2017","deep",530
"2403",0,"2017","shallow",534
"2404",0,"2017","deep",538
"2405",0,"2017","deep",540
"2406",0,"2017","deep",541
"2407",0,"2017","deep",543
"2408",0,"2017","medium",544
"2409",0,"2017","medium",546
"2410",0,"2017","deep",547
"2411",0,"2017","deep",548
"2412",0,"2017","deep",549
"2413",0,"2017","medium",551
"2414",0,"2017","medium",555
"2415",0,"2000","shallow",302
"2416",24,"2000","deep",304
"2417",10,"2000","deep",305
"2418",18,"2000","medium",306
"2419",11,"2000","medium",307
"2420",6,"2000","deep",309
"2421",7,"2000","medium",310
"2422",0,"2000","deep",313
"2423",1,"2000","medium",314
"2424",5,"2000","medium",321
"2425",0,"2000","shallow",323
"2426",3,"2000","deep",326
"2427",1,"2000","shallow",328
"2428",0,"2000","medium",329
"2429",0,"2000","medium",330
"2430",6,"2000","medium",333
"2431",0,"2000","shallow",335
"2432",2,"2000","shallow",337
"2433",0,"2000","medium",338
"2434",3,"2000","medium",339
"2435",7,"2000","medium",340
"2436",13,"2000","deep",341
"2437",2,"2000","shallow",345
"2438",28,"2000","deep",349
"2439",1,"2000","shallow",351
"2440",0,"2000","shallow",355
"2441",6,"2000","shallow",356
"2442",8,"2000","medium",357
"2443",3,"2000","shallow",360
"2444",0,"2000","medium",362
"2445",4,"2000","shallow",363
"2446",2,"2000","medium",364
"2447",0,"2000","medium",365
"2448",4,"2000","medium",370
"2449",12,"2000","deep",373
"2450",1,"2000","medium",374
"2451",0,"2000","medium",377
"2452",7,"2000","medium",378
"2453",10,"2000","deep",380
"2454",10,"2000","medium",381
"2455",10,"2000","deep",382
"2456",0,"2000","medium",383
"2457",9,"2000","deep",384
"2458",11,"2000","deep",385
"2459",0,"2000","shallow",386
"2460",2,"2000","shallow",387
"2461",0,"2000","shallow",388
"2462",0,"2000","medium",389
"2463",0,"2000","medium",390
"2464",2,"2000","shallow",393
"2465",7,"2000","medium",394
"2466",20,"2000","shallow",406
"2467",7,"2000","shallow",407
"2468",12,"2000","medium",409
"2469",18,"2000","shallow",411
"2470",2,"2000","medium",412
"2471",4,"2000","shallow",413
"2472",3,"2000","shallow",414
"2473",0,"2000","shallow",415
"2474",7,"2000","medium",416
"2475",10,"2000","shallow",417
"2476",20,"2000","shallow",419
"2477",8,"2000","medium",421
"2478",10,"2000","medium",422
"2479",2,"2000","medium",423
"2480",12,"2000","medium",428
"2481",18,"2000","medium",430
"2482",6,"2000","medium",432
"2483",16,"2000","deep",433
"2484",1,"2000","medium",435
"2485",12,"2000","deep",437
"2486",4,"2000","deep",440
"2487",5,"2000","medium",443
"2488",6,"2000","medium",444
"2489",31,"2000","medium",446
"2490",33,"2000","medium",447
"2491",5,"2000","medium",452
"2492",7,"2000","medium",453
"2493",20,"2000","shallow",454
"2494",17,"2000","shallow",456
"2495",28,"2000","medium",459
"2496",27,"2000","medium",460
"2497",23,"2000","medium",461
"2498",25,"2000","medium",462
"2499",3,"2000","shallow",463
"2500",9,"2000","medium",464
"2501",3,"2000","deep",466
"2502",0,"2000","medium",468
"2503",13,"2000","medium",470
"2504",2,"2000","deep",471
"2505",20,"2000","medium",472
"2506",7,"2000","deep",473
"2507",7,"2000","medium",474
"2508",6,"2000","medium",475
"2509",6,"2000","medium",476
"2510",12,"2000","medium",477
"2511",14,"2000","deep",478
"2512",39,"2000","medium",479
"2513",20,"2000","deep",481
"2514",26,"2000","deep",483
"2515",21,"2000","deep",484
"2516",17,"2000","medium",486
"2517",4,"2000","medium",487
"2518",8,"2000","deep",488
"2519",11,"2000","medium",489
"2520",24,"2000","deep",491
"2521",18,"2000","medium",492
"2522",24,"2000","medium",494
"2523",7,"2000","medium",495
"2524",4,"2000","medium",496
"2525",0,"2000","medium",497
"2526",14,"2000","deep",499
"2527",20,"2000","medium",500
"2528",35,"2000","medium",502
"2529",0,"2000","deep",505
"2530",15,"2000","shallow",506
"2531",2,"2000","medium",507
"2532",27,"2000","deep",508
"2533",26,"2000","medium",509
"2534",27,"2000","medium",514
"2535",17,"2000","deep",516
"2536",21,"2000","medium",518
"2537",24,"2000","medium",520
"2538",20,"2000","medium",522
"2539",3,"2000","shallow",523
"2540",28,"2000","medium",524
"2541",13,"2000","deep",526
"2542",12,"2000","medium",528
"2543",16,"2000","medium",529
"2544",5,"2000","deep",530
"2545",16,"2000","shallow",534
"2546",8,"2000","deep",538
"2547",14,"2000","deep",540
"2548",14,"2000","deep",541
"2549",18,"2000","deep",543
"2550",11,"2000","medium",544
"2551",17,"2000","medium",546
"2552",33,"2000","deep",547
"2553",16,"2000","deep",548
"2554",11,"2000","deep",549
"2555",6,"2000","medium",551
"2556",6,"2000","medium",555
